Country,Region_Province,Institution,Program,Duration_months,Field_relevance,Intl_tuition_local_currency,Intl_tuition_CAD_verified,Budget_tier,Poststudy_work_months,Poststudy_pathway_name,Fee_basis,Verified_source_URL,Immigration_source_URL,Last_verified,Notes
Italy,Emilia-Romagna,University of Bologna,Laurea Magistrale in Applied Economics and Markets,24,Economics,8000,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),public_isee_band_max_2yr,https://dse.unibo.it/en/teaching/degree,https://questure.poliziadistato.it/statics/56/vademecum-titoli-di-soggiorno.pdf?lang=it,2026-07-23,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Emilia-Romagna,University of Bologna,Laurea Magistrale in Economics and Econometrics,24,Economics,8000,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),public_isee_band_max_2yr,https://www.unibo.it/en/study/second-cycle-degree/programme/2025/6757,https://questure.poliziadistato.it/statics/56/vademecum-titoli-di-soggiorno.pdf?lang=it,2026-07-23,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Emilia-Romagna,University of Bologna,Laurea Magistrale in Economics and Public Policy,24,Economics,8000,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),public_isee_band_max_2yr,https://dse.unibo.it/en/teaching/degree,https://questure.poliziadistato.it/statics/56/vademecum-titoli-di-soggiorno.pdf?lang=it,2026-07-23,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Emilia-Romagna,University of Bologna,Laurea Magistrale in Health Economics and Management,24,Management,8000,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),public_isee_band_max_2yr,https://dse.unibo.it/en/teaching/degree,https://questure.poliziadistato.it/statics/56/vademecum-titoli-di-soggiorno.pdf?lang=it,2026-07-23,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Emilia-Romagna,University of Bologna,Laurea Magistrale in Resource Economics and Sustainable Development,24,Economics,8000,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),public_isee_band_max_2yr,https://dse.unibo.it/en/teaching/degree,https://questure.poliziadistato.it/statics/56/vademecum-titoli-di-soggiorno.pdf?lang=it,2026-07-23,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Emilia-Romagna,University of Bologna,Laurea Magistrale in Tourism Economics and Management,24,Business,8000,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),public_isee_band_max_2yr,https://dse.unibo.it/en/teaching/degree,https://questure.poliziadistato.it/statics/56/vademecum-titoli-di-soggiorno.pdf?lang=it,2026-07-23,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Emilia-Romagna,University of Bologna,Laurea Magistrale in International Management,24,Management,8000,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),public_isee_band_max_2yr,https://www.unibo.it/en/study/second-cycle-degree/programme/2025/6803,https://questure.poliziadistato.it/statics/56/vademecum-titoli-di-soggiorno.pdf?lang=it,2026-07-23,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Emilia-Romagna,University of Bologna,"Laurea Magistrale in Law, Economics and Governance",24,Economics,8000,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),public_isee_band_max_2yr,https://corsi.unibo.it/2cycle/LawEconomicsGovernance,https://questure.poliziadistato.it/statics/56/vademecum-titoli-di-soggiorno.pdf?lang=it,2026-07-23,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Emilia-Romagna,University of Bologna,Laurea Magistrale in Business Administration and Management,24,Business,8000,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),public_isee_band_max_2yr,https://scienzeaziendali.unibo.it/en/department/international-dimension,https://questure.poliziadistato.it/statics/56/vademecum-titoli-di-soggiorno.pdf?lang=it,2026-07-23,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Emilia-Romagna,University of Bologna,Laurea Magistrale in Management for Social Economy,24,Management,8000,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),public_isee_band_max_2yr,https://scienzeaziendali.unibo.it/en/department/international-dimension,https://questure.poliziadistato.it/statics/56/vademecum-titoli-di-soggiorno.pdf?lang=it,2026-07-23,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
